ID,Decsription,Planned Duration,Impacted Duration,Planned Cost,Impacted Cost
N7-S2-T18B11-ESB73,AC-BASEMENT-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S2-T18B11-ESB74,FIRE FIGHTING-BASEMENT-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S2-T18B11-ESB75,PLUMING-DRAINAGE-UNDER SOG-SHOP DRAWING SUBMITTAL,7,7.78,0,0
N7-S2-T18B11-ESB76,PLUMING-WATER SUPPLY-BASEMENT-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S2-T18B11-ESB77,SINGLE LINE DIAGARM-SHOP DRAWING SUBMITTAL,25,40.75,0,0
N7-S2-T18B11-ESB78,PANEL SCHEDULE-SHOP DRAWING SUBMITTAL,25,40.73,0,0
N7-S2-T18B11-ESB79,IP AUDIO INTERCOM RISER DIAGRAM-SHOP DRAWING SUBMITTAL,25,36.67,0,0
N7-S2-T18B11-ESB8,RC FOUNDATION (RFT)-SHOP DRAWING SUBMITTAL,7,8.05,0,0
N7-S2-T18B11-ESB80,TOILET DETAILS-SHOP DRAWING SUBMITTAL,25,32.57,0,0
N7-S2-T18B11-ESB81,LIGHTING&POWER-GROUND-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S2-T18B11-ESB82,ELECTERICAL EMBDED IN SLAB-GROUND-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S2-T18B11-ESB83,LIGHTNING AND GROUNDING-GROUND-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S2-T18B11-ESB84,STRUCTURE CABLING-GROUND-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S2-T18B11-ESB85,IP CCTV & ACCESS CONTROL-GROUND-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S2-T18B11-ESB86,AUDIO INTERCOM RISER DIAGRAM-GROUND-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S2-T18B11-ESB87,AC-GROUND-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S2-T18B11-ESB88,PLUMING-DRAINAGE-BASEMENT-LEVELS-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S2-T18B11-ESB89,PLUMING-WATER SUPPLY-GROUND-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S2-T18B11-ESB9,RETANTING WALLS & COLUMNS (CD-RFT) PROFILE-SHOP DRAWING SUBMITTAL,7,8.03,0,0
N7-S2-T18B11-ESB90,LIGHTING&POWER-FIRST-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S2-T18B11-ESB91,ELECTERICAL EMBDED IN SLAB-FIRST-SHOP DRAWING SUBMITTAL,7,7.99,0,0
N7-S2-T18B11-ESB92,STRUCTURE CABLING-FIRST-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S2-T18B11-ESB93,IP CCTV & ACCESS CONTROL-FIRST-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S2-T18B11-ESB94,AUDIO INTERCOM RISER DIAGRAM-FIRST-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S2-T18B11-ESB95,AC-FIRST-SHOP DRAWING SUBMITTAL,25,28.98,0,0
N7-S2-T18B11-ESB96,PLUMING-DRAINAGE-GROUND-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S2-T18B11-ESB97,PLUMING-WATER SUPPLY-FIRST-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S2-T18B11-ESB98,LIGHTING&POWER-THIRD-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S2-T18B11-ESB99,ELECTERICAL EMBDED IN SLAB-THIRD-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S2-T20B13-AS-AP1,Structure As Built Drawings Approval,14,16.56,0,0
N7-S2-T20B13-AS-AP2,Architectural  As Built Drawings Approval,14,16.57,0,0
N7-S2-T20B13-AS-AP3,MEP  As Built Drawings Approval,14,18.32,0,0
N7-S2-T20B13-AS-SB1,Structure As Built Drawings Submittal,14,16.55,0,0
N7-S2-T20B13-AS-SB2,Architectural  As Built Drawings Submittal,14,16.54,0,0
N7-S2-T20B13-AS-SB3,MEP  As Built Drawings Submittal,14,24.46,0,0
N7-S2-T20B13-C-1,Cold Bitumen Insulation Works For Foundation & RW (Outer Insulation),21,33.88,"297,822","480,486"
N7-S2-T20B13-C-10,Column Neck Works,7,8,"182,591","208,675"
N7-S2-T20B13-C-100,Right Stair Handrail,14,16.55,"32,129","37,981"
N7-S2-T20B13-C-101,First Coat - Right Stair,16,18.5,"6,065","7,012"
N7-S2-T20B13-C-102,Final Coat & Touch ups - Right Stair,14,22.98,"7,565","12,418"
N7-S2-T20B13-C-103,Marble Works for Right Stair Case,16,18.5,"52,495","60,697"
N7-S2-T20B13-C-104,Second Floor Internal Plaster Works - Preparation,16,18.5,"65,480","75,711"
N7-S2-T20B13-C-105,Aluminum Windows Fixation for Second Floor (By Other),7,8.01,0,0
N7-S2-T20B13-C-106,Painting Putty - Second Floor,14,16.55,"71,074","84,019"
N7-S2-T20B13-C-107,Second Floor Masonry Works,14,16.5,"472,483","556,855"
N7-S2-T20B13-C-108,Second Floor Internal Plaster Works - Filling,18,21.18,"160,897","189,322"
N7-S2-T20B13-C-109,First Coat - Second Floor,18,21.22,"62,189","73,314"
N7-S2-T20B13-C-11,Hatched Concrete Paving For Basement Walkways,12,13.81,"27,200","31,303"
N7-S2-T20B13-C-110,Final Coat & Touch ups - Second Floor,7,8.04,"88,842","102,041"
N7-S2-T20B13-C-111,Ceramic Wall Works - Second Floor,16,18.49,"77,364","89,404"
N7-S2-T20B13-C-112,"Toilets, Wet Areas & Terraces Insulation Works for Second Floor",20,23.16,"12,900","14,938"
N7-S2-T20B13-C-113,Wooden Doors & Accessories Installation - Second Floor,9,12.97,"710,067","1,023,286"
N7-S2-T20B13-C-114,Ceramic Floor Works - Second Floor,14,16.57,"37,143","43,962"
N7-S2-T20B13-C-115,Apartments HDF Fixing for Second Floor,10,13.87,"39,529","54,827"
N7-S2-T20B13-C-116,Apartments Terrazzo Tiles Under HDF for Second Floor,20,23.16,"223,979","259,367"
N7-S2-T20B13-C-117,Wooden Pergola Works - Second Floor,9,13.33,"23,010","34,080"
N7-S2-T20B13-C-118,Wooden Architraves for Openings for Second Floor,9,10.34,"119,743","137,571"
N7-S2-T20B13-C-119,Wooden Sub-Frames for Second Floor,12,13.83,"68,463","78,904"
N7-S2-T20B13-C-12,Backfilling Works Under S.O.G above MEP Works,7,9.11,"148,237","192,920"
N7-S2-T20B13-C-120,False Ceiling - Second Floor,16,18.5,"127,982","147,979"
N7-S2-T20B13-C-121,Metal Intake Doors - Second Floor,12,13.84,"23,432","27,025"
N7-S2-T20B13-C-122,Marble Flooring Works for Second Floor,18,21.22,"318,362","375,314"
N7-S2-T20B13-C-123,Marble Counter top for Bathroom for Second Floor,12,13.89,"34,350","39,760"
N7-S2-T20B13-C-124,Marble Architraves for Elevator Doors for Second Floor,12,13.85,"22,949","26,487"
N7-S2-T20B13-C-125,Public Areas Doors Fixing Temporary for apartments for Second Floor,12,14.02,"33,000","38,555"
N7-S2-T20B13-C-126,Corridor Marble Flooring for Second Floor,14,16.57,"131,902","156,116"
N7-S2-T20B13-C-127,False Ceiling - Public Areas Second Floor,15,17.34,"43,011","49,720"
N7-S2-T20B13-C-128,Painting Putty - Public Areas Second Floor,14,16.56,"3,022","3,575"
N7-S2-T20B13-C-129,First Coat - Public Areas Second Floor,14,16.58,"13,600","16,107"
N7-S2-T20B13-C-13,Removal of RC Slab Formwork - Basement Floor,12,12,0,0
N7-S2-T20B13-C-130,Final Coat & Touch ups - Public Areas Second Floor,10,17.13,"13,600","23,297"
N7-S2-T20B13-C-131,First Floor Internal Plaster Works - Preparation,16,18.51,"65,480","75,752"
N7-S2-T20B13-C-132,Aluminum Windows Fixation for First Floor (By Other),7,7.99,0,0
N7-S2-T20B13-C-133,Painting Putty - First Floor,14,16.55,"71,074","84,019"
N7-S2-T20B13-C-134,First Floor Masonry Works,14,16.5,"472,483","556,855"
N7-S2-T20B13-C-135,First Floor Internal Plaster Works - Filling,16,18.5,"160,897","186,037"
N7-S2-T20B13-C-136,First Coat - First Floor,18,21.23,"62,189","73,349"
N7-S2-T20B13-C-137,Final Coat & Touch ups - First Floor,7,8.07,"88,842","102,422"
N7-S2-T20B13-C-138,Ceramic Wall Works - First Floor,17,19.67,"77,364","89,515"
N7-S2-T20B13-C-139,"Toilets, Wet Areas & Terraces Insulation Works for First Floor",18,21.2,"12,900","15,193"
N7-S2-T20B13-C-14,Basement Slab Works,20,27.12,"1,794,454","2,433,279"
N7-S2-T20B13-C-140,Wooden Doors & Accessories Installation - First Floor,12,18.44,"710,067","1,091,137"
N7-S2-T20B13-C-141,Ceramic Floor Works - First Floor,14,16.55,"37,143","43,909"
N7-S2-T20B13-C-142,Apartments HDF Fixing for First Floor,10,12.22,"39,529","48,304"
N7-S2-T20B13-C-143,Apartments Terrazzo Tiles Under HDF for First Floor,20,23.17,"223,979","259,479"
N7-S2-T20B13-C-144,Wooden Pergola Works - First Floor,15,21.05,"23,010","32,291"
N7-S2-T20B13-C-145,Wooden Architraves for Openings for First Floor,10,11.88,"119,743","142,254"
N7-S2-T20B13-C-146,Wooden Sub-Frames for First Floor,14,16.55,"68,463","80,933"
N7-S2-T20B13-C-147,Metal Intake Doors - First Floor,15,17.33,"23,432","27,072"
N7-S2-T20B13-C-148,Marble Flooring Works for First Floor,18,21.24,"318,362","375,668"
N7-S2-T20B13-C-149,Marble Counter top for Bathroom for First Floor,12,13.87,"34,350","39,703"
N7-S2-T20B13-C-15,Removal of RC Slab Formwork - First Floor,12,12,0,0
N7-S2-T20B13-C-150,False Ceiling - First Floor,18,21.21,"127,982","150,805"
N7-S2-T20B13-C-151,Marble Architraves for Elevator Doors for First Floor,12,13.83,"22,949","26,449"
N7-S2-T20B13-C-152,Public Areas Doors Fixing Temporary for apartments for First Floor,12,13.83,"33,000","38,033"
N7-S2-T20B13-C-153,Corridor Marble Flooring for First Floor,15,17.34,"131,902","152,479"
N7-S2-T20B13-C-154,False Ceiling - Public Areas First Floor,15,17.34,"43,011","49,720"
N7-S2-T20B13-C-155,Painting Putty - Public Areas First Floor,15,17.32,"3,022","3,490"
N7-S2-T20B13-C-156,First Coat - Public Areas First Floor,17,19.68,"13,600","15,744"
N7-S2-T20B13-C-157,Final Coat & Touch ups - Public Areas First Floor,10,16.89,"13,600","22,971"
N7-S2-T20B13-C-158,Third Floor Internal Plaster Works - Preparation,14,16.55,"65,480","77,407"
N7-S2-T20B13-C-159,Aluminum Windows Fixation for Third Floor (By Other),7,8.01,0,0
N7-S2-T20B13-C-16,First Floor Columns Works,12,18.23,"325,067","493,831"
N7-S2-T20B13-C-160,Painting Putty - Third Floor,14,16.56,"71,074","84,070"
N7-S2-T20B13-C-161,Third Floor Masonry Works,14,16.5,"472,483","556,855"
N7-S2-T20B13-C-162,Third Floor Internal Plaster Works - Filling,18,21.24,"162,688","191,972"
N7-S2-T20B13-C-163,First Coat - Third Floor,16,18.49,"62,189","71,868"
N7-S2-T20B13-C-164,Final Coat & Touch ups - Third Floor,8,9.38,"88,842","104,167"
N7-S2-T20B13-C-165,Ceramic Wall Works - Third Floor,14,16.56,"77,364","91,511"
N7-S2-T20B13-C-166,"Toilets, Wet Areas & Terraces Insulation Works for Third Floor",20,23.15,"12,900","14,932"
N7-S2-T20B13-C-167,Wooden Doors & Accessories Installation - Third Floor,7,9.8,"710,067","994,094"
N7-S2-T20B13-C-168,Ceramic Floor Works - Third Floor,14,16.54,"37,143","43,882"
N7-S2-T20B13-C-169,Apartments HDF Fixing for Third Floor,10,16.61,"39,529","65,658"
N7-S2-T20B13-C-17,First Floor Slab Works,20,31.7,"1,164,775","1,846,169"
N7-S2-T20B13-C-170,Apartments Terrazzo Tiles Under HDF for Third Floor,20,23.18,"223,979","259,591"
N7-S2-T20B13-C-171,Wooden Pergola Works - Third Floor,7,8.53,0,0
N7-S2-T20B13-C-172,Wooden Architraves for Openings for Third Floor,9,13.18,"119,743","175,356"
N7-S2-T20B13-C-173,Wooden Sub-Frames for Third Floor,12,13.84,"68,463","78,961"
N7-S2-T20B13-C-174,False Ceiling - Third Floor,12,14.03,"127,982","149,632"
N7-S2-T20B13-C-175,Metal Intake Doors - Third Floor,12,14.68,"23,432","28,666"
N7-S2-T20B13-C-176,Marble Flooring Works for Third Floor,18,21.23,"318,362","375,491"
N7-S2-T20B13-C-177,Marble Counter top for Bathroom for Third Floor,12,13.87,"34,350","39,703"
N7-S2-T20B13-C-178,Marble Architraves for Elevator Doors for Third Floor,12,13.83,"22,949","26,449"
N7-S2-T20B13-C-179,Public Areas Doors Fixing for Temporary for apartments Third Floor,11,13.27,"33,000","39,810"
N7-S2-T20B13-C-18,Removal of RC Slab Formwork - Second Floor,12,12,0,0
N7-S2-T20B13-C-180,Corridor Marble Flooring for Third Floor,14,16.57,"131,902","156,116"
N7-S2-T20B13-C-181,False Ceiling - Public Areas Third Floor,16,18.51,"42,933","49,668"
N7-S2-T20B13-C-182,Painting Putty - Public Areas Third Floor,15,17.32,"3,022","3,490"
N7-S2-T20B13-C-183,First Coat - Public Areas Third Floor,15,17.32,"13,600","15,704"
N7-S2-T20B13-C-184,Final Coat & Touch ups - Public Areas Third Floor,10,13.8,"13,600","18,768"
N7-S2-T20B13-C-185,External Plaster for Facades Works - Preparation,12,13.85,"145,945","168,445"
N7-S2-T20B13-C-186,External Plaster for Facades Works - Filling,12,13.85,"340,536","393,035"
N7-S2-T20B13-C-187,Dry Mix Works - Facades,16,18.5,"303,163","350,532"
N7-S2-T20B13-C-188,Aluminum Louvers For Elevations,16,19.16,"689,183","825,296"
N7-S2-T20B13-C-189,Aluminum Metal Louvers For Slab Openings,16,24.65,"90,156","138,897"
N7-S2-T20B13-C-19,Second Floor Columns Works,12,13.85,"325,067","375,181"
N7-S2-T20B13-C-190,Stainless Steel Building Logo,7,11.41,"41,120","67,026"
N7-S2-T20B13-C-191,External Wire Mesh,9,10.34,0,0
N7-S2-T20B13-C-192,Steel Handrails For Terraces & Windows,12,13.84,"379,527","437,721"
N7-S2-T20B13-C-193,Marble & Sornaga-Split Face Works For Facades,12,13.84,"1,239,962","1,430,089"
N7-S2-T20B13-C-194,Marble Works Beneath Handrails & Windows,12,13.83,"142,035","163,695"
N7-S2-T20B13-C-195,Dry Mix Works for Ducts,12,13.84,"25,604","29,530"
N7-S2-T20B13-C-196,Plaster Preparation Works for Ducts,18,21.26,"3,292","3,888"
N7-S2-T20B13-C-197,Plaster Filling Works for Ducts,12,13.85,"10,975","12,667"
N7-S2-T20B13-C-198,Metal Cover For Ducts,10,11.88,"46,534","55,283"
N7-S2-T20B13-C-199,Electrical Risers Wiring Works,30,35.53,"384,000","454,784"
N7-S2-T20B13-C-2,Masonry Works Under S.O.G,5,5.68,"11,657","13,242"
N7-S2-T20B13-C-20,Second Floor Slab Works,20,23.14,"1,199,224","1,387,502"
N7-S2-T20B13-C-200,1st Fix Electrical Works - Basement Floor,12,13.84,"199,681","230,298"
N7-S2-T20B13-C-201,1st Fix Electrical Works - Ground Floor,12,13.84,"224,811","259,282"
N7-S2-T20B13-C-202,1st Fix Electrical Works - Roof Floor,5,5.68,"215,346","244,633"
N7-S2-T20B13-C-203,1st Fix Electrical Works - First Floor,12,13.82,"224,300","258,318"
N7-S2-T20B13-C-204,1st Fix Electrical Works - Second Floor,12,13.84,"224,300","258,692"
N7-S2-T20B13-C-205,1st Fix Electrical Works - Third Floor,12,13.84,"224,300","258,692"
N7-S2-T20B13-C-206,Wiring Works for Basement Floor,14,16.54,"177,448","209,643"
N7-S2-T20B13-C-207,Lighting Fixtures & Wiring Devices Work for Basement Floor,12,13.84,"11,122","12,828"
N7-S2-T20B13-C-208,Panel Board for Basement Floor,25,29.02,"307,716","357,196"
N7-S2-T20B13-C-209,Wiring Works for Ground Floor,12,16.16,"721,156","971,156"
N7-S2-T20B13-C-21,Removal of RC Slab Formwork - Third Floor,12,12,0,0
N7-S2-T20B13-C-210,Lighting Fixtures & Wiring Devices Work for Ground Floor,12,19.47,"238,416","386,830"
N7-S2-T20B13-C-211,Appartment Panel Board for Ground Floor,12,18.69,"182,560","284,337"
N7-S2-T20B13-C-212,Wiring Works for Roof Floor,14,17.91,"177,649","227,264"
N7-S2-T20B13-C-213,Lighting Fixtures & Wiring Devices Work for Roof Floor,6,10.43,"11,934","20,745"
N7-S2-T20B13-C-214,Wiring Works for First Floor,12,16.18,"719,721","970,424"
N7-S2-T20B13-C-215,Lighting Fixtures & Wiring Devices Work for First Floor,12,19.66,"237,804","389,603"
N7-S2-T20B13-C-216,Appartment Panel Board for First Floor,14,22.64,"182,560","295,225"
N7-S2-T20B13-C-217,Wiring Works for Second Floor,12,17.8,"719,721","1,067,586"
N7-S2-T20B13-C-218,Lighting Fixtures & Wiring Devices Work for Second Floor,12,20.08,"237,804","397,926"
N7-S2-T20B13-C-219,Appartment Panel Board for Second Floor,12,18.15,"182,560","276,121"
N7-S2-T20B13-C-22,Third Floor Columns Works,12,13.85,"325,067","375,181"
N7-S2-T20B13-C-220,Wiring Works for Third Floor,12,16.01,"719,577","960,036"
N7-S2-T20B13-C-221,Lighting Fixtures & Wiring Devices Work for Third Floor,6,10.2,"237,516","403,778"
N7-S2-T20B13-C-222,Appartment Panel Board for Third Floor,19,31.26,"182,560","300,359"
N7-S2-T20B13-C-223,Pumps Installation,21,26.36,"1,047,254","1,314,553"
N7-S2-T20B13-C-224,Inspection Chambers & Gully Traps,21,25.98,"129,273","159,929"
N7-S2-T20B13-C-225,Underground Plumbing,10,14.61,"249,695","364,805"
N7-S2-T20B13-C-226,Drainage & Fire & Water Supply Pipes Risers,14,16.55,"574,989","679,719"
N7-S2-T20B13-C-227,Drainage & Water Supply Pipes First Fix for Basement Floor,17,19.68,"622,435","720,560"
N7-S2-T20B13-C-228,Drainage & Water Supply Pipes First Fix for Third Floor,17,19.66,"98,004","113,339"
N7-S2-T20B13-C-229,Drainage & Water Supply Pipes First Fix for Ground Floor,17,19.67,"99,915","115,607"
N7-S2-T20B13-C-23,Third Floor Slab Works,20,23.16,"1,199,224","1,388,702"
N7-S2-T20B13-C-230,Drainage & Water Supply Pipes First Fix for First Floor,17,19.66,"98,004","113,339"
N7-S2-T20B13-C-231,Drainage & Water Supply Pipes First Fix for Second Floor,17,19.66,"98,004","113,339"
N7-S2-T20B13-C-232,Electric Water Heaters Installation for Basement Floor,15,17.36,"90,547","104,794"
N7-S2-T20B13-C-233,Sanitary Fixtures and Accessories for Basement Floor,15,17.34,"123,513","142,781"
N7-S2-T20B13-C-234,Rain Gutter,5,5.7,"30,376","34,628"
N7-S2-T20B13-C-235,Sanitary Fixtures and Accessories for First Floor,7,11.31,"138,659","224,034"
N7-S2-T20B13-C-236,Electric Water Heaters Installation for First Floor,7,11.75,"48,067","80,684"
N7-S2-T20B13-C-237,Sanitary Fixtures and Accessories for Ground Floor,7,11.51,"138,659","227,996"
N7-S2-T20B13-C-238,Electric Water Heaters Installation for Ground Floor,7,11.97,"48,067","82,195"
N7-S2-T20B13-C-239,Sanitary Fixtures and Accessories for Second Floor,7,11.26,"138,659","223,044"
N7-S2-T20B13-C-24,RC Cooping for Roof Floor,5,5.71,"59,150","67,550"
N7-S2-T20B13-C-240,Electric Water Heaters Installation for Second Floor,7,11.86,"48,067","81,439"
N7-S2-T20B13-C-241,Sanitary Fixtures and Accessories for Third Floor,7,10.09,"138,659","199,868"
N7-S2-T20B13-C-242,Electric Water Heaters Installation for Third Floor,7,11.34,"48,067","77,869"
N7-S2-T20B13-C-243,HVAC First Fix for Basement Floor,18,21.2,"41,554","48,941"
N7-S2-T20B13-C-244,HVAC First Fix for Roof Floor,15,17.33,"41,960","48,478"
N7-S2-T20B13-C-245,HVAC First Fix for Ground Floor,18,21.23,"41,013","48,372"
N7-S2-T20B13-C-246,HVAC First Fix for Second Floor,18,21.21,"41,647","49,074"
N7-S2-T20B13-C-247,HVAC First Fix for Third Floor,18,21.22,"41,622","49,067"
N7-S2-T20B13-C-248,HVAC First Fix for First Floor,18,21.21,"41,647","49,074"
N7-S2-T20B13-C-249,HVAC Second Fix for Basement Floor,19,21.99,"657,131","760,542"
N7-S2-T20B13-C-25,Removal of RC Slab Formwork - Roof Floor,7,7,0,0
N7-S2-T20B13-C-250,HVAC Second Fix for Ground Floor,19,22,"686,147","794,486"
N7-S2-T20B13-C-251,HVAC Second Fix for Roof Floor,19,26.25,"709,460","980,175"
N7-S2-T20B13-C-252,HVAC Second Fix for First Floor,19,21.98,"683,024","790,151"
N7-S2-T20B13-C-253,HVAC Second Fix for Second Floor,19,21.99,"682,907","790,375"
N7-S2-T20B13-C-254,HVAC Second Fix for Third Floor,19,22.2,"671,095","784,121"
N7-S2-T20B13-C-255,Low Current System First Fix for Basement Floor,7,7.99,"190,944","217,949"
N7-S2-T20B13-C-256,Low Current System First Fix for Ground Floor,7,8.01,"103,328","118,237"
N7-S2-T20B13-C-257,Low Current System First Fix for Roof Floor,7,8.01,"104,060","119,074"
N7-S2-T20B13-C-258,Low Current System First Fix for First Floor,7,7.99,"103,468","118,102"
N7-S2-T20B13-C-259,Low Current System First Fix for Second Floor,7,8,"103,468","118,250"
N7-S2-T20B13-C-26,Roof Floor Columns Works,10,11.89,"189,366","225,156"
N7-S2-T20B13-C-260,Low Current System First Fix for Third Floor,7,8,"103,468","118,250"
N7-S2-T20B13-C-261,Low Current System Second Fix for Basement Floor,10,11.92,"475,351","566,618"
N7-S2-T20B13-C-262,Low Current System Second Fix for Ground Floor,10,11.91,"298,134","355,078"
N7-S2-T20B13-C-263,Low Current System Second Fix for Roof Floor,10,12.47,"301,385","375,827"
N7-S2-T20B13-C-264,Low Current System Second Fix for Third Floor,10,17.3,"301,385","521,395"
N7-S2-T20B13-C-265,Low Current System Second Fix for First Floor,10,12.71,"305,838","388,720"
N7-S2-T20B13-C-266,Low Current System Second Fix for Second Floor,10,13.75,"302,922","416,518"
N7-S2-T20B13-C-267,Snagging,30,35.2,0,0
N7-S2-T20B13-C-268,Sub Surface Piping Works & Backfilling,30,38.29,"133,246","170,067"
N7-S2-T20B13-C-269,Install Scaffolding For Facades,5,5.67,0,0
N7-S2-T20B13-C-27,Roof Floor Slab Works,10,11.85,"901,468","1,068,239"
N7-S2-T20B13-C-270,Excavation For Sump Pits And Elevator Pits,5,6,"8,743","10,492"
N7-S2-T20B13-C-271,Wooden pergola Works - Roof Floor,12,13.94,"395,684","459,652"
N7-S2-T20B13-C-272,Wooden Louvers Works - Ground Floor,15,21.11,"135,035","190,040"
N7-S2-T20B13-C-273,Gravel Pit Works - Ground Floor,6,7.22,"2,432","2,926"
N7-S2-T20B13-C-274,Gravel Pit Works - First Floor,6,7.22,0,0
N7-S2-T20B13-C-275,Gravel Pit Works - Second Floor,6,7.22,0,0
N7-S2-T20B13-C-276,Gravel Pit Works - Third Floor,6,7.39,0,0
N7-S2-T20B13-C-277,Metal Doors & Accessories Installation - Roof Floor,6,7.4,"74,750","92,192"
N7-S2-T20B13-C-278,Metal Doors & Accessories Installation - Basement Floor,12,13.81,"50,000","57,542"
N7-S2-T20B13-C-279,Entrance Counter Works - Ground Floor,12,19.91,"10,235","16,982"
N7-S2-T20B13-C-28,Removal of RC Slab Formwork - Ground Floor,12,12,0,0
N7-S2-T20B13-C-280,Expansion Joint Installation Basement Floor,12,13.82,"7,875","9,069"
N7-S2-T20B13-C-281,Expansion Joint Installation - Roof Floor,12,13.84,"7,875","9,083"
N7-S2-T20B13-C-282,"Public Area, Apartments Finishing 1st Stage Finish Date",0,0,0,0
N7-S2-T20B13-C-283,Block Finish Date - Apartments Finishing 2nd Stage (Fine Finishing),0,0,0,0
N7-S2-T20B13-C-284,Terrazzo&Ceramic Tiles Fixing for Upper Roof Floor,5,5.66,"17,575","19,895"
N7-S2-T20B13-C-285,Ceramic Works For Public Areas - Ground Floor,15,17.34,"3,360","3,884"
N7-S2-T20B13-C-286,Ceramic Works For Public Areas  - First Floor,15,17.34,729,843
N7-S2-T20B13-C-287,Ceramic Works For Public Areas  - Second Floor,15,17.32,729,842
N7-S2-T20B13-C-288,Ceramic Works For Public Areas - Third Floor,15,17.33,729,842
N7-S2-T20B13-C-289,Earthing System,30,35.25,"172,985","203,258"
N7-S2-T20B13-C-29,Ground Floor Columns Works,12,21.85,"325,067","591,892"
N7-S2-T20B13-C-290,Backfilling Around RW (By Others),30,35.32,0,0
N7-S2-T20B13-C-291,Fire Extinguishers,12,15.73,"10,683","14,004"
N7-S2-T20B13-C-292,Fire Hoses Installation,21,24.35,"108,263","125,534"
N7-S2-T20B13-C-293,Testing & Comissioning,30,36.46,0,0
N7-S2-T20B13-C-294,False Ceiling - Roof Floor,12,13.83,"11,499","13,252"
N7-S2-T20B13-C-295,Glass Entrance Door,14,23.98,"40,148","68,768"
N7-S2-T20B13-C-296,Install Split Units For Public areas,15,17.75,"118,816","140,599"
N7-S2-T20B13-C-297,Install Split Units For Apartments,14,16.64,"372,771","443,065"
N7-S2-T20B13-C-298,Cold Bitumen Insulation Works For Masonary Under S.O.G,5,5.86,"20,523","24,053"
N7-S2-T20B13-C-299,Smooth Face Concrete for Parking Finishing,14,16.55,"74,367","87,912"
N7-S2-T20B13-C-3,Cold Bitumen Insulation Works For  Foundation,6,8.41,"20,523","28,767"
N7-S2-T20B13-C-30,Ground Floor Slab Works,20,23.91,"1,199,224","1,433,672"
N7-S2-T20B13-C-31,Marble Architraves for Elevator Doors for Basement Floor,12,13.84,"22,949","26,468"
N7-S2-T20B13-C-32,Dry Mix Works for Basement Walls & Ceiling,19,22.04,"292,757","339,598"
N7-S2-T20B13-C-33,Basement Internal Plaster Works - Preparation,17,19.68,"85,940","99,488"
N7-S2-T20B13-C-34,Painting Putty - Basement Floor,16,18.5,397,459
N7-S2-T20B13-C-35,Basement Floor Masonry Works,12,15.19,"236,241","299,042"
N7-S2-T20B13-C-36,Basement Internal Plaster Works - Filling,19,22.02,"238,675","276,612"
N7-S2-T20B13-C-37,First Coat - Basement Floor,18,21.22,198,234
N7-S2-T20B13-C-38,Final Coat & Touch ups - Basement Floor,10,12.28,397,487
N7-S2-T20B13-C-39,Ceramic Wall Works - Basement Floor,16,18.5,"38,556","44,580"
N7-S2-T20B13-C-4,Slab On Grade Works,6,13.75,"79,309","181,750"
N7-S2-T20B13-C-40,Insulation Works for Basement Floor,20,23.17,"165,105","191,275"
N7-S2-T20B13-C-41,Ceramic Floor Works - Basement Floor,14,16.55,"40,483","47,857"
N7-S2-T20B13-C-42,Wooden Doors & Accessories Installation - Basement Floor,14,16.55,"450,600","532,674"
N7-S2-T20B13-C-43,Wooden Sub-Frames for Basement Floor,7,8,"34,232","39,122"
N7-S2-T20B13-C-44,False Ceiling - Basement Floor,17,19.67,"11,886","13,753"
N7-S2-T20B13-C-45,Wooden Architraves for Openings for Basement Floor,9,10.32,"65,652","75,281"
N7-S2-T20B13-C-46,Ground Floor Internal Plaster Works - Preparation,14,16.71,"65,480","78,155"
N7-S2-T20B13-C-47,Aluminum Windows Fixation for Ground Floor (By Other),7,8.02,0,0
N7-S2-T20B13-C-48,Painting Putty - Ground Floor,14,16.57,"71,074","84,121"
N7-S2-T20B13-C-49,Ground Floor Masonry Works,19,31.44,"472,483","781,835"
N7-S2-T20B13-C-5,PC Foundation Works,15,17.41,"121,549","141,078"
N7-S2-T20B13-C-50,Ground Floor Internal Plaster Works - Filling,18,21.23,"160,897","189,769"
N7-S2-T20B13-C-51,First Coat - Ground Floor,18,21.23,"62,189","73,349"
N7-S2-T20B13-C-52,Final Coat & Touch ups - Ground Floor,7,8.02,"88,842","101,788"
